Provider,total_claim,total_revenue,avg_claim,unique_patients,first_claim,last_claim,active_days,claims_per_day,days_since_lastclaim,PotentialFraud,segment,visits_per_qtr,cost_of_visit,quaterly_cost
PRV55185,151,56430,373.7086092715232,62,2009-01-03,2009-12-30,361,0.4171270718232044,1,No,champion,6,1200,1200
PRV55187,91,17060,187.47252747252747,81,2009-01-13,2009-12-23,344,0.263768115942029,8,No,rising stars,4,800,800
PRV55188,149,31620,212.21476510067112,83,2009-01-04,2009-12-31,361,0.4116022099447514,0,No,champion,6,1200,1200
PRV55189,73,20090,275.2054794520548,63,2009-01-01,2009-12-20,353,0.2062146892655367,11,No,champion,6,1200,1200
PRV55191,62,11140,179.67741935483872,60,2009-01-23,2009-12-16,327,0.1890243902439024,15,No,standard,1,200,200
PRV55192,183,59410,324.6448087431694,175,2008-12-31,2009-12-26,360,0.5069252077562327,5,No,champion,6,1200,1200
PRV55193,9,4300,477.77777777777777,9,2009-01-08,2009-10-27,292,0.030716723549488,65,Yes,standard,1,200,200
PRV55194,190,60690,319.42105263157896,182,2008-12-27,2009-12-31,369,0.5135135135135135,0,Yes,champion,6,1200,1200
PRV55195,45,6960,154.66666666666666,41,2008-12-27,2009-12-28,366,0.1226158038147139,3,Yes,standard,1,200,200
PRV55196,134,33260,248.2089552238806,120,2008-12-22,2009-12-31,374,0.3573333333333333,0,No,champion,6,1200,1200
PRV55197,53,17250,325.47169811320754,39,2008-12-15,2009-12-24,374,0.1413333333333333,7,No,rising stars,4,800,800
PRV55198,51,11650,228.4313725490196,45,2009-01-09,2009-12-27,352,0.1444759206798866,4,No,rising stars,4,800,800
PRV55200,56,19340,345.35714285714283,45,2009-01-07,2009-11-21,318,0.1755485893416928,40,No,standard,1,200,200
PRV55202,22,8360,380.0,19,2009-01-02,2009-11-17,319,0.06875,44,No,standard,1,200,200
PRV55203,13,1380,106.15384615384616,13,2009-01-30,2009-11-15,289,0.0448275862068965,46,No,standard,1,200,200
PRV55205,177,137480,776.723163841808,166,2008-12-14,2009-12-27,378,0.467018469656992,4,No,champion,6,1200,1200
PRV55206,78,29010,371.9230769230769,71,2009-01-02,2009-12-25,357,0.217877094972067,6,No,champion,6,1200,1200
PRV55207,129,36640,284.031007751938,119,2009-01-01,2009-12-31,364,0.3534246575342465,0,No,champion,6,1200,1200
PRV55208,35,5220,149.14285714285714,34,2009-01-05,2009-12-30,359,0.0972222222222222,1,No,standard,1,200,200
PRV55209,378,117650,311.2433862433862,349,2008-12-31,2009-12-31,365,1.0327868852459017,0,Yes,champion,6,1200,1200
PRV55210,136,35050,257.72058823529414,56,2008-12-21,2009-12-31,375,0.3617021276595745,0,No,champion,6,1200,1200
PRV55211,24,6430,267.9166666666667,24,2009-02-02,2009-12-03,304,0.0786885245901639,28,No,standard,1,200,200
PRV55213,58,9860,170.0,51,2009-01-12,2009-12-27,349,0.1657142857142857,4,No,rising stars,4,800,800
PRV55214,144,36390,252.70833333333337,134,2008-12-15,2009-12-25,375,0.3829787234042553,6,No,champion,6,1200,1200
PRV55215,2493,730910,293.1849177697553,2023,2008-12-14,2009-12-31,382,6.509138381201044,0,Yes,champion,6,1200,1200
PRV55216,61,20930,343.11475409836066,41,2009-01-12,2009-12-30,352,0.1728045325779036,1,No,rising stars,4,800,800
PRV55218,75,17350,231.33333333333337,69,2008-12-19,2009-12-28,374,0.2,3,No,rising stars,4,800,800
PRV55219,68,14740,216.76470588235293,65,2009-01-12,2009-12-29,351,0.1931818181818181,2,No,rising stars,4,800,800
PRV55220,78,20360,261.02564102564105,70,2009-01-02,2009-12-31,363,0.2142857142857142,0,No,champion,6,1200,1200
PRV55224,15,2120,141.33333333333334,15,2009-01-22,2009-12-26,338,0.0442477876106194,5,No,standard,1,200,200
PRV55225,40,12480,312.0,39,2009-01-28,2009-12-08,314,0.1269841269841269,23,Yes,standard,1,200,200
PRV55226,188,57210,304.3085106382979,170,2009-01-03,2009-12-31,362,0.5179063360881543,0,No,champion,6,1200,1200
PRV55227,35,9960,284.57142857142856,34,2008-12-17,2009-12-24,372,0.0938337801608579,7,No,rising stars,4,800,800
PRV55229,176,71750,407.67045454545456,161,2009-01-01,2009-12-22,355,0.4943820224719101,9,No,champion,6,1200,1200
PRV55230,255,72670,284.98039215686276,246,2009-01-03,2009-12-28,359,0.7083333333333334,3,Yes,champion,6,1200,1200
PRV55231,95,30930,325.57894736842104,80,2009-01-06,2009-12-27,355,0.2668539325842696,4,No,champion,6,1200,1200
PRV55232,59,27420,464.7457627118644,49,2009-01-04,2009-12-24,354,0.1661971830985915,7,No,rising stars,4,800,800
PRV55233,138,37010,268.18840579710144,77,2008-12-19,2009-12-31,377,0.365079365079365,0,No,champion,6,1200,1200
PRV55234,138,48040,348.1159420289855,133,2009-01-04,2009-12-29,359,0.3833333333333333,2,No,champion,6,1200,1200
PRV55235,125,51590,412.72,99,2009-01-01,2009-12-29,362,0.3443526170798898,2,No,champion,6,1200,1200
PRV55236,27,16920,626.6666666666666,19,2008-12-27,2009-11-03,311,0.0865384615384615,58,No,dormant gaints,1,200,200
PRV55237,72,16170,224.58333333333337,67,2009-01-03,2009-12-28,359,0.2,3,No,rising stars,4,800,800
PRV55238,73,27820,381.095890410959,73,2009-01-08,2009-12-22,348,0.2091690544412607,9,No,champion,6,1200,1200
PRV55239,117,36380,310.94017094017096,114,2009-01-01,2009-12-26,359,0.325,5,No,champion,6,1200,1200
PRV55240,122,39040,320.0,113,2009-01-03,2009-12-30,361,0.3370165745856354,1,No,champion,6,1200,1200
PRV55242,17,2970,174.7058823529412,16,2009-01-14,2009-12-22,342,0.0495626822157434,9,No,standard,1,200,200
PRV55243,195,55570,284.97435897435895,177,2009-01-04,2009-12-28,358,0.5431754874651811,3,No,champion,6,1200,1200
PRV55244,21,5060,240.95238095238096,21,2009-02-05,2009-11-16,284,0.0736842105263157,45,No,standard,1,200,200
PRV55246,180,42650,236.94444444444449,170,2009-01-02,2009-12-29,361,0.4972375690607735,2,No,champion,6,1200,1200
PRV55247,262,84160,321.22137404580155,139,2009-01-01,2009-12-30,363,0.7197802197802198,1,No,champion,6,1200,1200
PRV55248,92,28740,312.39130434782606,77,2009-01-02,2009-12-18,350,0.2621082621082621,13,No,champion,6,1200,1200
PRV55250,210,65930,313.95238095238096,96,2009-01-04,2009-12-31,361,0.580110497237569,0,Yes,champion,6,1200,1200
PRV55252,31,13700,441.93548387096774,29,2008-12-30,2009-12-25,360,0.0858725761772853,6,No,rising stars,4,800,800
PRV55254,13,4660,358.46153846153845,13,2009-01-03,2009-12-30,361,0.0359116022099447,1,No,standard,1,200,200
PRV55255,10,2190,219.0,10,2009-01-04,2009-11-27,327,0.0304878048780487,34,No,standard,1,200,200
PRV55256,20,7080,354.0,19,2009-01-02,2009-11-18,320,0.0623052959501557,43,No,standard,1,200,200
PRV55257,102,29380,288.03921568627453,62,2009-01-06,2009-12-27,355,0.2865168539325842,4,No,champion,6,1200,1200
PRV55258,34,8050,236.76470588235293,30,2009-01-08,2009-12-07,333,0.1017964071856287,24,No,standard,1,200,200
PRV55259,34,12010,353.2352941176471,34,2008-12-24,2009-12-27,368,0.0921409214092141,4,No,rising stars,4,800,800
PRV55260,47,16740,356.17021276595744,36,2008-12-27,2009-12-08,346,0.1354466858789625,23,No,standard,1,200,200
PRV55261,22,4380,199.0909090909091,16,2009-01-04,2009-12-30,360,0.0609418282548476,1,No,standard,1,200,200
PRV55262,276,92540,335.28985507246375,166,2009-01-02,2009-12-31,363,0.7582417582417582,0,No,champion,6,1200,1200
PRV55263,245,81890,334.2448979591837,202,2008-12-30,2009-12-30,365,0.6693989071038251,1,No,champion,6,1200,1200
PRV55264,387,111680,288.578811369509,247,2008-12-30,2009-12-29,364,1.0602739726027397,2,No,champion,6,1200,1200
PRV55265,156,35500,227.56410256410257,60,2009-01-02,2009-12-28,360,0.4321329639889196,3,No,champion,6,1200,1200
PRV55266,12,3780,315.0,11,2009-02-11,2009-12-30,322,0.0371517027863777,1,Yes,standard,1,200,200
PRV55267,111,31510,283.8738738738739,61,2009-01-01,2009-12-25,358,0.309192200557103,6,No,champion,6,1200,1200
PRV55268,33,11540,349.6969696969697,19,2009-01-16,2009-12-31,349,0.0942857142857142,0,No,rising stars,4,800,800
PRV55269,129,34350,266.27906976744185,101,2009-01-04,2009-12-29,359,0.3583333333333333,2,No,champion,6,1200,1200
PRV55270,161,49850,309.6273291925466,93,2009-01-01,2009-12-24,357,0.4497206703910614,7,No,champion,6,1200,1200
PRV55271,12,4210,350.8333333333333,9,2009-01-16,2009-12-15,333,0.0359281437125748,16,No,standard,1,200,200
PRV55272,148,35000,236.48648648648648,131,2009-01-01,2009-12-29,362,0.4077134986225895,2,No,champion,6,1200,1200
PRV55273,14,3600,257.14285714285717,10,2009-01-03,2009-11-26,327,0.0426829268292682,35,No,standard,1,200,200
PRV55274,57,19060,334.3859649122807,42,2009-01-07,2009-12-31,358,0.1587743732590529,0,No,rising stars,4,800,800
PRV55275,40,11060,276.5,30,2008-12-26,2009-12-22,361,0.1104972375690607,9,No,rising stars,4,800,800
PRV55276,45,8850,196.66666666666663,30,2009-01-01,2009-12-23,356,0.1260504201680672,8,No,rising stars,4,800,800
PRV55277,10,1710,171.0,9,2009-02-08,2009-12-27,322,0.0309597523219814,4,No,standard,1,200,200
PRV55278,38,5820,153.1578947368421,30,2009-01-06,2009-12-30,358,0.1058495821727019,1,No,standard,1,200,200
PRV55279,64,27210,425.15625,41,2009-01-10,2009-12-24,348,0.1833810888252149,7,No,rising stars,4,800,800
PRV55281,145,46110,318.0,79,2008-12-26,2009-12-31,370,0.3908355795148248,0,No,champion,6,1200,1200
PRV55283,27,7830,290.0,23,2009-01-15,2009-12-20,339,0.0794117647058823,11,No,rising stars,4,800,800
PRV55285,5,500,100.0,5,2009-01-15,2009-04-13,88,0.0561797752808988,262,No,standard,1,200,200
PRV55286,3,490,163.33333333333334,3,2009-04-19,2009-09-01,135,0.0220588235294117,121,No,standard,1,200,200
PRV55289,10,3410,341.0,9,2009-04-12,2009-12-08,240,0.0414937759336099,23,No,standard,1,200,200
PRV55291,6,2190,365.0,4,2009-01-26,2009-12-13,321,0.0186335403726708,18,No,standard,1,200,200
PRV55292,5,590,118.0,5,2009-07-23,2009-10-16,85,0.0581395348837209,76,No,standard,1,200,200
PRV55293,20,1280,64.0,17,2009-01-12,2009-12-07,329,0.0606060606060606,24,No,standard,1,200,200
PRV55295,66,13430,203.4848484848485,56,2009-01-08,2009-12-30,356,0.1848739495798319,1,No,rising stars,4,800,800
PRV55296,39,11520,295.38461538461536,36,2009-01-06,2009-12-03,331,0.1174698795180722,28,No,standard,1,200,200
PRV55297,78,19520,250.25641025641025,40,2009-01-02,2009-12-28,360,0.2160664819944598,3,No,rising stars,4,800,800
PRV55298,42,10500,250.0,27,2009-01-09,2009-12-15,340,0.1231671554252199,16,No,standard,1,200,200
PRV55299,15,5410,360.6666666666667,15,2009-01-18,2009-11-12,298,0.0501672240802675,49,No,standard,1,200,200
PRV55300,23,7530,327.39130434782606,19,2009-02-16,2009-12-31,318,0.0721003134796238,0,No,standard,1,200,200
PRV55302,1,400,400.0,1,2009-04-07,2009-04-07,0,1.0,268,No,standard,1,200,200
PRV55304,153,48130,314.57516339869284,103,2009-01-02,2009-12-26,358,0.426183844011142,5,No,champion,6,1200,1200
PRV55305,3,4210,1403.3333333333333,3,2009-05-10,2009-11-19,193,0.0154639175257731,42,No,standard,1,200,200
PRV55306,50,13530,270.6,33,2009-01-03,2009-12-16,347,0.1436781609195402,15,No,standard,1,200,200
PRV55307,90,18530,205.88888888888889,74,2009-01-02,2009-12-17,349,0.2571428571428571,14,No,rising stars,4,800,800
PRV55309,30,11590,386.3333333333333,21,2009-01-07,2009-12-25,352,0.0849858356940509,6,No,rising stars,4,800,800
PRV55312,69,15000,217.3913043478261,60,2009-01-08,2009-12-31,357,0.1927374301675977,0,No,rising stars,4,800,800
PRV55313,147,32880,223.6734693877551,105,2009-01-02,2009-12-31,363,0.4038461538461538,0,No,champion,6,1200,1200
PRV55314,69,20150,292.0289855072464,45,2009-01-01,2009-12-31,364,0.1890410958904109,0,No,champion,6,1200,1200
PRV55316,49,14720,300.40816326530614,37,2009-01-25,2009-12-27,336,0.14540059347181,4,No,rising stars,4,800,800
PRV55318,49,20380,415.9183673469388,37,2009-01-03,2009-12-29,360,0.1357340720221606,2,No,rising stars,4,800,800
PRV55319,13,4340,333.84615384615387,8,2009-01-10,2009-11-28,322,0.0402476780185758,33,No,standard,1,200,200
PRV55320,25,4890,195.6,23,2009-01-01,2009-12-20,353,0.0706214689265536,11,No,standard,1,200,200
PRV55322,19,6010,316.3157894736842,17,2009-03-05,2009-12-20,290,0.0652920962199312,11,No,standard,1,200,200
PRV55323,110,33540,304.90909090909093,90,2009-01-01,2009-12-24,357,0.3072625698324022,7,No,champion,6,1200,1200
PRV55324,19,6770,356.3157894736842,19,2009-01-01,2009-12-14,347,0.0545977011494252,17,No,standard,1,200,200
PRV55325,28,10470,373.92857142857144,17,2009-01-15,2009-12-08,327,0.0853658536585365,23,No,standard,1,200,200
PRV55326,42,7720,183.8095238095238,26,2009-01-09,2009-12-17,342,0.1224489795918367,14,No,rising stars,4,800,800
PRV55329,2,360,180.0,2,2009-05-01,2009-06-30,60,0.0327868852459016,184,No,standard,1,200,200
PRV55330,3,1120,373.3333333333333,3,2009-02-03,2009-08-25,203,0.0147058823529411,128,No,standard,1,200,200
PRV55331,19,4540,238.94736842105263,17,2009-01-10,2009-11-21,315,0.060126582278481,40,No,standard,1,200,200
PRV55333,41,8710,212.4390243902439,28,2009-01-04,2009-12-20,350,0.1168091168091168,11,No,rising stars,4,800,800
PRV55335,20,1520,76.0,12,2009-01-02,2009-12-29,361,0.0552486187845303,2,No,standard,1,200,200
PRV55337,10,1360,136.0,10,2009-01-16,2009-09-25,252,0.0395256916996047,97,No,standard,1,200,200
PRV55338,35,8270,236.28571428571428,34,2009-01-03,2009-12-30,361,0.0966850828729281,1,No,rising stars,4,800,800
PRV55339,20,5430,271.5,19,2009-01-10,2009-12-16,340,0.0586510263929618,15,No,standard,1,200,200
PRV55340,92,29360,319.1304347826087,73,2008-12-22,2009-12-17,360,0.2548476454293629,14,No,champion,6,1200,1200
PRV55341,8,1000,125.0,8,2009-01-03,2009-12-07,338,0.023598820058997,24,No,standard,1,200,200
PRV55342,5,1520,304.0,5,2009-02-13,2009-11-05,265,0.018796992481203,56,No,standard,1,200,200
PRV55343,70,17190,245.57142857142856,60,2008-12-29,2009-12-27,363,0.1923076923076923,4,No,rising stars,4,800,800
PRV55344,10,6050,605.0,6,2009-01-16,2009-10-07,264,0.0377358490566037,85,No,standard,1,200,200
PRV55345,10,7180,718.0,9,2009-01-18,2009-10-14,269,0.037037037037037,78,No,standard,1,200,200
PRV55348,3,280,93.33333333333331,3,2009-02-24,2009-08-20,177,0.0168539325842696,133,No,standard,1,200,200
PRV55350,25,3670,146.8,19,2009-01-10,2009-11-23,317,0.0786163522012578,38,No,standard,1,200,200
PRV55351,7,1370,195.71428571428572,6,2009-02-08,2009-12-08,303,0.0230263157894736,23,No,standard,1,200,200
PRV55352,30,8520,284.0,24,2009-02-06,2009-12-22,319,0.09375,9,No,rising stars,4,800,800
PRV55353,10,2810,281.0,10,2009-02-16,2009-10-21,247,0.0403225806451612,71,No,standard,1,200,200
PRV55354,129,36850,285.6589147286822,91,2008-12-15,2009-12-31,381,0.337696335078534,0,No,champion,6,1200,1200
PRV55355,1,90,90.0,1,2009-02-12,2009-02-12,0,1.0,322,No,standard,1,200,200
PRV55356,20,4060,203.0,20,2009-01-02,2009-11-13,315,0.0632911392405063,48,No,standard,1,200,200
PRV55357,120,31150,259.5833333333333,87,2008-12-31,2009-12-29,363,0.3296703296703296,2,No,champion,6,1200,1200
PRV55358,30,9260,308.6666666666667,28,2008-12-21,2009-12-17,361,0.0828729281767955,14,No,rising stars,4,800,800
PRV55359,90,36020,400.22222222222223,47,2009-01-09,2009-12-14,339,0.2647058823529412,17,No,champion,6,1200,1200
PRV55360,13,4590,353.0769230769231,13,2009-03-05,2009-12-02,272,0.0476190476190476,29,No,standard,1,200,200
PRV55361,67,19350,288.8059701492537,49,2009-01-07,2009-12-30,357,0.1871508379888268,1,No,rising stars,4,800,800
PRV55362,114,26300,230.7017543859649,81,2009-01-01,2009-12-30,363,0.3131868131868132,1,No,champion,6,1200,1200
PRV55363,48,11390,237.29166666666663,29,2009-01-10,2009-12-28,352,0.1359773371104816,3,No,rising stars,4,800,800
PRV55364,1,80,80.0,1,2009-04-01,2009-04-01,0,1.0,274,No,standard,1,200,200
PRV55365,2,170,85.0,2,2009-05-17,2009-06-15,29,0.0666666666666666,199,No,standard,1,200,200
PRV55366,87,18740,215.4022988505747,47,2009-01-01,2009-12-27,360,0.2409972299168975,4,No,rising stars,4,800,800
PRV55368,79,18400,232.91139240506328,73,2009-01-03,2009-12-25,356,0.2212885154061624,6,No,rising stars,4,800,800
PRV55371,3,330,110.0,3,2009-05-15,2009-08-10,87,0.034090909090909,143,No,standard,1,200,200
PRV55372,11,2570,233.63636363636363,7,2009-03-03,2009-10-20,231,0.0474137931034482,72,No,standard,1,200,200
PRV55376,70,20920,298.85714285714283,66,2009-01-04,2009-12-27,357,0.1955307262569832,4,No,champion,6,1200,1200
PRV55377,4,3410,852.5,4,2009-01-07,2009-07-26,200,0.0199004975124378,158,No,standard,1,200,200
PRV55381,22,7400,336.3636363636364,19,2009-01-16,2009-12-25,343,0.063953488372093,6,No,standard,1,200,200
PRV55384,1,30,30.0,1,2009-04-08,2009-04-08,0,1.0,267,No,standard,1,200,200
PRV55386,64,18040,281.875,49,2009-01-01,2009-12-16,349,0.1828571428571428,15,No,standard,1,200,200
PRV55388,388,101810,262.39690721649487,255,2008-12-21,2009-12-31,375,1.0319148936170213,0,No,champion,6,1200,1200
PRV55390,19,16560,871.578947368421,13,2008-12-26,2009-12-01,340,0.0557184750733137,30,No,standard,1,200,200
PRV55392,139,38410,276.33093525179856,95,2009-01-01,2009-12-31,364,0.3808219178082191,0,No,champion,6,1200,1200
PRV55395,10,2880,288.0,9,2009-01-05,2009-11-26,325,0.0306748466257668,35,No,standard,1,200,200
PRV55396,49,10260,209.3877551020408,39,2009-01-08,2009-12-29,355,0.1376404494382022,2,No,rising stars,4,800,800
PRV55397,5,590,118.0,4,2009-01-27,2009-10-23,269,0.0185185185185185,69,No,standard,1,200,200
PRV55398,9,1290,143.33333333333334,6,2009-02-24,2009-12-24,303,0.0296052631578947,7,No,standard,1,200,200
PRV55399,20,4180,209.0,11,2009-01-12,2009-12-26,348,0.0573065902578796,5,No,standard,1,200,200
PRV55400,1,200,200.0,1,2009-10-21,2009-10-21,0,1.0,71,No,standard,1,200,200
PRV55401,41,10810,263.6585365853659,22,2009-01-13,2009-12-13,334,0.1223880597014925,18,No,standard,1,200,200
PRV55402,33,14460,438.1818181818182,20,2009-01-18,2009-12-07,323,0.1018518518518518,24,No,standard,1,200,200
PRV55404,16,1920,120.0,8,2009-01-11,2009-12-12,335,0.0476190476190476,19,No,standard,1,200,200
PRV55405,9,2700,300.0,1,2009-02-14,2009-12-03,292,0.030716723549488,28,No,standard,1,200,200
PRV55408,13,5030,386.9230769230769,9,2009-02-14,2009-12-18,307,0.0422077922077922,13,No,standard,1,200,200
PRV55409,5,280,56.0,4,2009-01-22,2009-12-12,324,0.0153846153846153,19,No,standard,1,200,200
PRV55410,41,9980,243.41463414634143,26,2009-01-05,2009-12-28,357,0.1145251396648044,3,No,rising stars,4,800,800
PRV55411,30,9410,313.6666666666667,18,2009-01-07,2009-12-22,349,0.0857142857142857,9,No,rising stars,4,800,800
PRV55412,8,1740,217.5,4,2009-01-02,2009-12-20,352,0.0226628895184136,11,No,standard,1,200,200
PRV55413,2,100,50.0,2,2009-01-16,2009-07-31,196,0.0101522842639593,153,No,standard,1,200,200
PRV55414,6,1450,241.66666666666663,6,2009-03-01,2009-08-16,168,0.0355029585798816,137,No,standard,1,200,200
PRV55416,54,10860,201.11111111111111,33,2008-12-22,2009-12-29,372,0.1447721179624665,2,No,rising stars,4,800,800
PRV55417,24,2980,124.16666666666669,11,2009-01-04,2009-12-22,352,0.0679886685552408,9,No,standard,1,200,200
PRV55418,4,960,240.0,3,2009-02-19,2009-09-27,220,0.0180995475113122,95,No,standard,1,200,200
PRV55419,7,2230,318.57142857142856,6,2009-04-03,2009-10-30,210,0.0331753554502369,62,No,standard,1,200,200
PRV55423,20,4150,207.5,11,2009-01-16,2009-12-13,331,0.0602409638554216,18,No,standard,1,200,200
PRV55424,9,430,47.77777777777778,5,2009-01-01,2009-11-06,309,0.0290322580645161,55,No,standard,1,200,200
PRV55425,21,3450,164.28571428571428,4,2009-03-19,2009-12-22,278,0.075268817204301,9,No,standard,1,200,200
PRV55426,59,19060,323.0508474576271,32,2009-01-23,2009-12-10,321,0.1832298136645962,21,No,standard,1,200,200
PRV55427,1,50,50.0,1,2009-05-10,2009-05-10,0,1.0,235,No,standard,1,200,200
PRV55432,20,6680,334.0,14,2009-02-19,2009-12-07,291,0.0684931506849315,24,No,standard,1,200,200
PRV55433,42,7140,170.0,37,2009-01-03,2009-11-11,312,0.134185303514377,50,Yes,standard,1,200,200
PRV55434,22,8750,397.72727272727275,22,2009-01-10,2009-12-30,354,0.0619718309859154,1,No,standard,1,200,200
PRV55435,18,2330,129.44444444444446,18,2009-01-02,2009-12-21,353,0.0508474576271186,10,Yes,standard,1,200,200
PRV55436,7,680,97.14285714285714,7,2009-01-21,2009-12-27,340,0.0205278592375366,4,No,standard,1,200,200
PRV55437,63,9270,147.14285714285714,63,2009-01-07,2009-12-11,338,0.1858407079646017,20,Yes,standard,1,200,200
PRV55438,171,57180,334.3859649122807,64,2009-01-01,2009-12-31,364,0.4684931506849315,0,No,champion,6,1200,1200
PRV55439,165,61610,373.3939393939394,145,2009-01-02,2009-12-31,363,0.4532967032967033,0,No,champion,6,1200,1200
PRV55441,15,3390,226.0,15,2009-01-25,2009-12-09,318,0.0470219435736677,22,No,standard,1,200,200
PRV55442,33,9170,277.8787878787879,29,2009-01-02,2009-10-24,295,0.1114864864864864,68,No,standard,1,200,200
PRV55443,6,4590,765.0,6,2009-01-04,2009-08-23,231,0.0258620689655172,130,No,standard,1,200,200
PRV55444,10,4400,440.0,10,2008-12-21,2009-12-27,371,0.0268817204301075,4,Yes,standard,1,200,200
